cusip,price,coupon,maturity,ytm,sector,rating,state,lastTraded,ed,md,ytw
64966JMZ6,110.981,5,8/1/28,10,Local GO,AA,NY,5/9/17,3.299,3.231,1.804
64966JVC7,112.26,5,8/1/25,7,Local GO,AA,NY,10/14/16,3.721,3.646,1.854
64966JVD5,112.182,5,8/1/26,8,Local GO,AA,NY,7/7/16,3.721,3.645,1.873
64966KQM8,115.062,5,3/1/26,8,Local GO,AA,NY,5/3/17,4.612,4.533,1.913
64966KQN6,115.009,5,3/1/27,9,Local GO,AA,NY,10/11/16,4.614,4.533,1.923
64966KRE5,101.468,4,8/1/18,0,Local GO,AA,NY,5/31/17,0.56,0.55,1.376
64966KSM6,115.535,5,8/1/30,12,Local GO,AA,NY,11/8/17,4.984,4.838,2.033
64966KYW7,116.565,5,8/1/23,5,Local GO,AA,NY,9/23/16,4.947,4.846,1.853
64966L4E8,104.364,3,8/1/21,3,Local GO,AA,NY,4/24/17,3.385,3.34,1.732
64966L4G3,100.683,2,8/1/23,5,Local GO,AA,NY,4/24/17,5.258,5.201,1.87
64966L4J7,113.814,4,8/1/25,7,Local GO,AA,NY,5/3/17,6.642,6.508,2.021
64966L4K4,120.982,5,8/1/27,9,Local GO,AA,NY,6/27/17,6.86,6.684,2.152
64966L4Z1,116.565,5,8/1/23,5,Local GO,AA,NY,3/16/16,4.947,4.846,1.853
64966L5A5,118.872,5,8/1/24,6,Local GO,AA,NY,4/21/17,5.728,5.606,1.925
64966L5B3,120.868,5,8/1/25,7,Local GO,AA,NY,10/26/17,6.483,6.337,2.012
64966L5C1,121.224,5,8/1/26,8,Local GO,AA,NY,8/29/17,6.852,6.688,2.123
64966L5L1,118.826,5,8/1/24,6,Local GO,AA,NY,2/25/16,5.728,5.606,1.932
64966LDE8,107.362,3.25,8/1/23,5,Local GO,AA,NY,4/13/17,5.118,5.04,1.851
64966LDW8,116.634,5,8/1/23,5,Local GO,AA,NY,5/17/17,4.948,4.847,1.841
64966LKQ3,117.255,5,3/1/26,8,Local GO,AA,NY,2/23/17,5.404,5.306,2.002
64966LKR1,116.94,5,3/1/27,9,Local GO,AA,NY,11/3/16,5.411,5.304,2.052
64966LLX7,103.968,2.625,8/1/23,5,Local GO,AA,NY,8/18/17,5.186,5.117,1.871
64966LMS7,118.826,5,8/1/24,6,Local GO,AA,NY,9/27/16,5.728,5.606,1.932
64966LMU2,118.352,5,8/1/26,8,Local GO,AA,NY,2/14/17,5.73,5.602,2.002
64966LP54,100.649,3,6/1/18,0,Local GO,AA,NY,2/16/16,0.396,0.395,1.353
64966LRJ2,116.565,5,8/1/23,5,Local GO,AA,NY,9/13/17,4.947,4.846,1.853
64966LRX1,103.37,2.5,8/1/24,6,Local GO,AA,NY,9/6/17,6.068,5.982,1.95
64966LSJ1,106.047,3,8/1/23,5,Local GO,AA,NY,8/1/17,5.145,5.07,1.851
64966LW23,120.092,5,8/1/27,9,Local GO,AA,NY,7/14/17,6.499,6.33,2.112
64966LX22,105.273,3,8/1/22,4,Local GO,AA,NY,10/17/17,4.276,4.217,1.791
64966LX30,101.997,2.25,8/1/23,5,Local GO,AA,NY,8/31/17,5.229,5.166,1.87
64966LZW4,120.391,5,8/1/25,7,Local GO,AA,NY,5/10/17,6.113,5.981,1.902
64966MAS8,118.826,5,8/1/24,6,Local GO,AA,NY,1/18/17,5.728,5.606,1.932
64966MAT6,120.864,5,8/1/25,7,Local GO,AA,NY,11/14/17,6.484,6.338,2.013
64966MBU2,111.306,4,8/1/23,5,Local GO,AA,NY,6/10/16,5.041,4.952,1.852
64966MBV0,106.561,3,8/1/24,6,Local GO,AA,NY,6/7/16,5.993,5.899,1.931
64966MEM7,100.914,3,8/1/18,0,Local GO,AA,NY,8/19/16,0.56,0.553,1.366
64966MET2,118.826,5,8/1/24,6,Local GO,AA,NY,8/3/16,5.728,5.606,1.932
64966MEW5,122.169,5,8/1/27,9,Local GO,AA,NY,8/3/16,7.223,7.036,2.151
64966MEY1,111.9,4,8/1/29,11,Local GO,AA,NY,1/10/17,7.937,7.214,2.451
64966MFM6,105.837,4,8/1/20,2,Local GO,AA,NY,12/27/16,2.447,2.406,1.665
64966MFT1,109.473,4,8/1/32,14,Local GO,AA,NY,11/15/17,9.043,7.186,2.751
64966MHL6,118.056,5,12/1/41,23,Local GO,AA,NY,9/15/17,8.958,7.311,2.703
64966MHV4,106.611,3,8/1/26,8,Local GO,AA,NY,4/19/17,7.626,7.479,2.151
64966MHZ5,122.169,5,8/1/27,9,Local GO,AA,NY,6/5/17,7.223,7.036,2.151
64966MJH3,118.826,5,8/1/24,6,Local GO,AA,NY,2/8/17,5.728,5.606,1.932
64966MJJ9,120.868,5,8/1/25,7,Local GO,AA,NY,1/2/18,6.483,6.337,2.012
64966MJK6,122.456,5,8/1/26,8,Local GO,AA,NY,10/19/17,7.212,7.04,2.119
64966MJM2,122.24,5,8/1/28,10,Local GO,AA,NY,12/14/17,7.601,7.369,2.271
64966MJN0,102.13,3,8/1/19,1,Local GO,AA,NY,2/8/17,1.529,1.508,1.615
64966MJQ3,104.364,3,8/1/21,3,Local GO,AA,NY,2/8/17,3.385,3.34,1.732
64966MJU4,100.858,2,8/1/21,3,Local GO,AA,NY,4/18/17,3.432,3.399,1.75
64966MJV2,102.883,3,8/1/29,11,Local GO,AA,NY,7/13/17,9.381,7.818,2.64
64966MKE8,113.814,4,8/1/25,7,Local GO,AA,NY,2/14/17,6.642,6.508,2.021
64966MNV7,100.927,2,8/1/21,3,Local GO,AA,NY,7/27/17,3.433,3.399,1.731
64966MNZ8,100.577,2,8/1/23,5,Local GO,AA,NY,8/8/17,5.258,5.2,1.89
64966MPD5,122.432,5,8/1/26,8,Local GO,AA,NY,1/2/18,7.211,7.039,2.121
64966MPE3,123.92,5,8/1/27,9,Local GO,AA,NY,9/22/17,7.915,7.716,2.211
64966MPF0,106.417,3,8/1/27,9,Local GO,AA,NY,8/8/17,8.412,8.235,2.25
64966MQR3,125.671,5.25,10/1/30,12,Local GO,AA,NY,1/5/18,8.081,7.816,2.291
64966MRB7,119.44,5,10/1/39,21,Local GO,AA,NY,9/15/17,9.493,7.819,2.713
64966MRF8,100.798,2,8/1/20,2,Local GO,AA,NY,9/15/17,2.493,2.47,1.681
64966MRN1,100.306,2,8/1/24,6,Local GO,AA,NY,9/15/17,6.148,6.072,1.95
64966MRP6,99.651,2,8/1/25,7,Local GO,AA,NY,9/15/17,7.024,6.924,2.05
64966MRR2,120.868,5,8/1/25,7,Local GO,AA,NY,9/15/17,6.483,6.337,2.012
64966MRS0,122.432,5,8/1/26,8,Local GO,AA,NY,10/19/17,7.21,7.039,2.121
64966MRT8,123.921,5,8/1/27,9,Local GO,AA,NY,9/15/17,7.914,7.716,2.211
64966MSW0,124.222,5,8/1/28,10,Local GO,AA,NY,12/7/17,8.272,8.04,2.291
64966MTB5,99.629,3,8/1/33,15,Local GO,,NY,1/5/18,11.949,12.195,3.03
64966MTT6,103.633,2.75,8/1/26,8,Local GO,AA,NY,12/7/17,7.677,7.534,2.28
64966MTV1,124.228,5,8/1/28,10,Local GO,,NY,1/8/18,8.272,8.04,2.291
649674HT8,101.527,3,2/15/19,1,Health Care,A+,NY,3/30/17,1.086,1.072,1.597
649674KB3,115.882,5,2/15/23,5,Health Care,A+,NY,9/6/17,4.581,4.497,1.734
649717SY2,114.752,4,4/1/25,7,Non-Profits,AA,NY,1/5/18,6.392,6.305,1.813
649717SZ9,115.671,4,4/1/26,8,Non-Profits,AA,NY,2/16/17,7.166,7.056,1.931
649717TA3,115.307,4,4/1/27,9,Non-Profits,AA,NY,12/13/16,7.576,7.415,2.074
649717TC9,113.862,4,4/1/29,11,IDB/IDR,,NY,1/8/18,7.843,7.398,2.243
649717TD7,113.367,4,4/1/30,12,Non-Profits,AA,NY,4/11/17,8.12,7.393,2.301
649717TE5,112.945,4,4/1/31,13,Non-Profits,AA,NY,1/5/18,8.414,7.388,2.351
649717TF2,111.359,4,2/1/23,5,Non-Profits,AA,NY,7/21/16,4.631,4.552,1.652
649717UE3,123.047,5,12/1/26,8,Non-Profits,A,NY,9/7/17,7.449,7.367,2.141
64971M6H0,102.946,3.25,11/1/19,1,Dedicated Tax,AAA,NY,2/1/17,1.764,1.753,1.595
64971MVT6,102.882,5,11/1/18,0,Dedicated Tax,AAA,NY,12/12/17,0.803,0.796,1.423
64971MZU9,107.72,5,11/1/23,5,Dedicated Tax,AAA,NY,6/10/16,2.203,2.183,1.588
64971Q2E2,114.709,5,11/1/28,10,Dedicated Tax,AAA,NY,7/28/16,4.755,4.693,2.063
64971Q5K5,100.645,2,5/1/19,1,PRE/ETM,AAA,NY,3/10/16,1.295,1.289,1.502
64971Q7Y3,105.786,3,11/1/22,4,Dedicated Tax,AAA,NY,11/4/16,4.497,4.467,1.741
64971QAH6,109.727,5,2/1/27,9,Dedicated Tax,AAA,NY,3/14/17,2.866,2.808,1.726
64971QBJ1,110.535,5.25,2/1/22,4,Dedicated Tax,AAA,NY,11/7/16,2.859,2.799,1.706
64971QHQ9,112.038,5,11/1/24,6,Dedicated Tax,AAA,NY,7/26/16,3.514,3.481,1.724
64971QHR7,111.999,5,11/1/25,7,Dedicated Tax,AAA,NY,5/8/17,3.514,3.481,1.734
64971QJS3,109.699,5,2/1/25,7,Dedicated Tax,AAA,NY,5/2/17,2.866,2.808,1.735
64971QJT1,109.699,5,2/1/26,8,Dedicated Tax,AAA,NY,2/14/17,2.866,2.808,1.735
64971QMP5,102.882,5,11/1/18,0,Dedicated Tax,AAA,NY,8/10/17,0.803,0.796,1.423
64971QST1,112.135,5,2/1/26,8,Dedicated Tax,AAA,NY,10/14/16,3.721,3.645,1.884
64971QTM5,112.719,5,2/1/23,5,Dedicated Tax,AAA,NY,1/12/17,3.724,3.649,1.744
64971QW90,115.614,5,2/1/23,5,Dedicated Tax,AAA,NY,10/31/16,4.548,4.457,1.763
64971QXH1,101.28,3,11/1/18,0,Dedicated Tax,AAA,NY,3/29/16,0.805,0.801,1.411
64971QXU2,113.833,5,11/1/29,11,Dedicated Tax,AAA,NY,5/18/17,4.358,4.297,1.973
64971QYD9,114.976,5,11/1/23,5,Dedicated Tax,AAA,NY,2/13/17,4.347,4.306,1.743
64971W4D9,104.07,3,2/1/21,3,Dedicated Tax,AAA,NY,4/12/17,2.931,2.893,1.632
64971W4Y3,118.371,5,2/1/40,22,Dedicated Tax,AAA,NY,5/3/17,8.976,7.322,2.701
64971W5B2,117.916,5,2/1/43,25,Dedicated Tax,AAA,NY,8/17/17,9.105,7.316,2.753
64971W6S4,122.599,5,5/1/29,11,Dedicated Tax,AAA,NY,10/27/17,7.813,7.614,2.291
64971W7B0,118.454,5,5/1/42,24,Dedicated Tax,AAA,NY,9/19/17,9.39,7.564,2.741
64971W7J3,118.284,5,5/1/43,25,Dedicated Tax,AAA,NY,7/17/17,9.619,7.562,2.76
64971WB33,104.07,3,2/1/21,3,Dedicated Tax,AAA,NY,6/7/16,2.931,2.893,1.632
64971WB58,101.059,2,2/1/23,5,Dedicated Tax,AAA,NY,3/14/16,4.809,4.759,1.78
64971WB82,114.176,4,2/1/26,8,Dedicated Tax,AAA,NY,10/31/17,7.026,6.879,2.081
64971WD80,116.95,5,2/1/42,24,Dedicated Tax,AAA,NY,7/7/16,8.386,6.64,2.651
64971WE22,115.614,5,2/1/23,5,Dedicated Tax,AAA,NY,2/10/16,4.548,4.457,1.763
64971WE48,117.187,5,2/1/40,22,Dedicated Tax,AAA,NY,1/20/17,8.267,6.643,2.621
64971WG95,100.141,3,2/1/35,17,Dedicated Tax,AAA,NY,8/10/17,12,7.026,2.98
64971WGP9,102.011,5,8/1/18,0,Dedicated Tax,AAA,NY,8/25/17,0.56,0.548,1.405
64971WH37,100.141,3,2/1/37,19,Dedicated Tax,AAA,NY,10/19/17,12.671,7.026,2.98
64971WK33,103.159,3,5/1/20,2,Dedicated Tax,AAA,NY,8/5/16,2.238,2.225,1.603
64971WK58,101.115,2,5/1/22,4,Dedicated Tax,AAA,NY,7/14/16,4.126,4.105,1.73
64971WL40,121.491,5,5/1/29,11,Dedicated Tax,AAA,NY,1/2/18,7.087,6.931,2.162
64971WM64,117.662,5,5/1/40,22,Dedicated Tax,AAA,NY,1/26/17,8.366,6.89,2.621
64971WN22,110.871,4,5/1/30,12,Dedicated Tax,,NY,12/28/17,8.013,7.088,2.541
64971WP87,100.349,2,8/1/18,0,Dedicated Tax,AAA,NY,9/20/16,0.56,0.555,1.376
64971WPA2,117.585,5,11/1/23,5,Dedicated Tax,AAA,NY,1/14/16,5.149,5.096,1.801
64971WPP9,119.028,5,11/1/28,10,Dedicated Tax,AAA,NY,12/29/16,6.339,6.209,2.172
64971WPY0,105.786,3,11/1/22,4,Dedicated Tax,AAA,NY,7/8/16,4.497,4.467,1.741
64971WQ29,103.47,3,8/1/20,2,Dedicated Tax,AAA,NY,10/13/17,2.47,2.438,1.613
64971WQ52,111.642,4,8/1/23,5,Dedicated Tax,AAA,NY,9/15/16,5.043,4.955,1.792
64971WQ60,119.165,5,8/1/24,6,Dedicated Tax,AAA,NY,9/15/16,5.73,5.609,1.882
64971WQ94,122.695,5,8/1/27,9,Dedicated Tax,AAA,NY,9/15/16,7.229,7.042,2.092
64971WR28,121.994,5,8/1/28,10,Dedicated Tax,AAA,NY,12/20/17,7.244,7.034,2.172
64971WR36,121.907,5,8/1/29,11,Dedicated Tax,AAA,NY,12/21/17,7.3,7.033,2.181
64971WR44,121.212,5,8/1/30,12,Dedicated Tax,AAA,NY,10/24/17,7.353,7.025,2.261
64971WS68,118.139,5,8/1/40,22,Dedicated Tax,AAA,NY,11/21/16,8.771,6.99,2.621
64971WTG5,101.579,3,2/1/19,1,Dedicated Tax,AAA,NY,9/7/17,1.048,1.034,1.498
64971WU24,121.666,5,11/1/25,7,Dedicated Tax,AAA,NY,3/9/17,6.672,6.587,1.992
64971WU32,123.117,5,11/1/26,8,Dedicated Tax,AAA,NY,12/6/17,7.393,7.287,2.111
64971WU65,122.224,5,11/1/29,11,Dedicated Tax,AAA,NY,10/25/17,7.827,7.61,2.331
64971WU99,121.17,5,11/1/32,14,Dedicated Tax,AAA,NY,3/9/17,8.18,7.597,2.444
64971WUD0,117.142,5,2/1/41,23,Dedicated Tax,AAA,NY,1/4/16,7.117,5.949,2.352
64971WV80,112.021,4,11/1/23,5,Dedicated Tax,AAA,NY,3/9/17,5.249,5.202,1.812
64971WVQ0,121.024,5,8/1/26,8,Dedicated Tax,AAA,NY,7/20/17,6.49,6.339,1.992
64971WVR8,120.247,5,8/1/27,9,Dedicated Tax,AAA,NY,11/22/16,6.5,6.331,2.092
64971WW97,102.081,4,11/1/18,0,Dedicated Tax,AAA,NY,3/14/17,0.804,0.799,1.417
64971WWL0,101.148,3,8/1/30,12,Dedicated Tax,AAA,NY,2/5/16,9.689,6.648,2.83
64971WX39,103.772,3,11/1/20,2,Dedicated Tax,AAA,NY,3/9/17,2.702,2.686,1.623
64971WX88,107.119,3,11/1/25,7,Dedicated Tax,AAA,NY,3/9/17,7.028,6.951,2.011
64971WXZ8,117.51,5,11/1/23,5,Dedicated Tax,AAA,NY,10/25/16,5.148,5.095,1.813
64971WY20,104.891,3,11/1/27,9,Dedicated Tax,AAA,NY,3/29/17,8.461,8.087,2.41
64971WY38,113.9,4,11/1/28,10,Dedicated Tax,AAA,NY,3/9/17,8.192,7.834,2.331
64971WY53,102.314,3.125,11/1/30,12,Dedicated Tax,AAA,NY,3/9/17,10.096,8.01,2.84
64971WYC8,121.667,5,11/1/26,8,Dedicated Tax,AAA,NY,6/20/17,6.678,6.587,1.992
64971WYD6,120.702,5,11/1/27,9,Dedicated Tax,AAA,NY,3/2/17,6.686,6.577,2.112
64971WZD5,121.666,5,11/1/25,7,Dedicated Tax,AAA,NY,9/18/17,6.672,6.587,1.992
64971WZR4,103.168,3.375,11/1/19,1,Dedicated Tax,AAA,NY,1/4/16,1.763,1.752,1.595
64971XAG3,119.365,5,8/1/40,22,Dedicated Tax,AAA,NY,9/14/17,9.47,7.657,2.69
64971XAH1,119.235,5,8/1/41,23,Dedicated Tax,AAA,NY,8/9/17,9.569,7.656,2.704
64971XAT5,119.354,5,8/1/38,20,Dedicated Tax,AAA,NY,8/17/17,9.311,7.657,2.691
64971XBS6,100.973,2,8/1/20,2,Dedicated Tax,AAA,NY,10/19/17,2.493,2.471,1.611
64971XBU1,104.611,3,8/1/21,3,Dedicated Tax,AAA,NY,10/19/17,3.386,3.341,1.662
64971XCB2,119.165,5,8/1/24,6,Dedicated Tax,AAA,NY,10/19/17,5.73,5.609,1.882
64971XCE6,122.695,5,8/1/26,8,Dedicated Tax,AAA,NY,10/19/17,7.213,7.042,2.092
64971XCH9,124.309,5,8/1/27,9,Dedicated Tax,AAA,NY,10/19/17,7.918,7.721,2.171
64971XCX4,118.515,5,8/1/45,27,Dedicated Tax,AAA,NY,12/20/17,9.873,7.646,2.782
64972F2V7,103.766,3.125,6/15/20,2,Water & Sewer,AA+,NY,4/10/17,2.349,2.344,1.544
64972F4J2,110.704,5,6/15/26,8,Water & Sewer,AA+,NY,12/21/17,3.189,3.177,1.775
64972F5M4,113.849,5.25,6/15/30,12,Water & Sewer,AA+,NY,10/24/17,4.021,3.996,1.974
64972F5U6,109.82,4,6/15/23,5,Water & Sewer,AA+,NY,1/29/16,4.098,4.083,1.693
64972F5W2,105.87,4,6/15/20,2,Water & Sewer,AA+,NY,6/1/17,2.332,2.325,1.535
64972F7S9,113.066,5,6/15/28,10,Water & Sewer,AA+,NY,8/3/17,4.032,4.013,1.913
64972FN51,108.023,5,6/15/25,7,Water & Sewer,AA+,NY,2/13/17,2.312,2.304,1.627
64972GFL3,121.078,5,6/15/27,9,Water & Sewer,AA+,NY,1/4/17,6.403,6.346,1.942
64972GFP4,103.8,3.125,6/15/30,12,Water & Sewer,AA+,NY,10/25/17,8.977,6.613,2.56
64972GHS6,119.93,5,6/15/28,10,Water & Sewer,AA+,NY,1/17/17,6.417,6.335,2.092
64972GJA3,121.079,5,6/15/27,9,Water & Sewer,AA+,NY,2/26/16,6.403,6.346,1.942
64972GJV7,116.047,5,6/15/46,28,Water & Sewer,AA+,NY,11/8/16,8.494,6.299,2.612
64972GKA1,99.437,3,6/15/36,18,Water & Sewer,AA+,NY,6/7/17,12.752,14.039,3.04
64972GKG8,118.84,5,6/15/38,20,Water & Sewer,AA+,NY,10/27/16,8.8,7.357,2.621
64972GMW1,117.649,5,6/15/46,28,Water & Sewer,AA+,NY,12/6/17,9.227,7.008,2.651
64972GMY7,120.058,5.25,6/15/46,28,Water & Sewer,AA+,NY,12/1/16,8.719,6.98,2.589
64972GNC4,117.735,5,6/15/47,29,Water & Sewer,AA+,NY,10/10/17,9.779,7.344,2.748
64972GNE0,121.122,5.25,6/15/47,29,Water & Sewer,AA+,NY,2/15/17,9.183,7.312,2.587
64972GNU4,119.218,5,6/15/39,21,Water & Sewer,AA+,NY,5/11/17,9.139,7.691,2.681
64972GPH1,118.486,5,6/15/45,27,Water & Sewer,AA+,NY,9/27/17,9.898,7.682,2.761
64972GPK4,124.305,5,6/15/28,10,Water & Sewer,AA+,NY,9/27/17,7.857,7.752,2.141
64972HB92,115.097,4,7/15/27,9,Lease Appropriation,AA,NY,8/10/17,8.111,7.911,2.231
64972HSG8,111.137,5,7/15/25,7,Lease Appropriation,AA,NY,3/31/17,3.261,3.189,1.725
64972HTK8,104.521,3,7/15/21,3,Lease Appropriation,AA,NY,5/11/17,3.346,3.297,1.672
64972HTM4,114.093,5,7/15/23,5,Lease Appropriation,AA,NY,1/14/16,4.103,4.013,1.744
64972HTN2,114.046,5,7/15/24,6,Lease Appropriation,AA,NY,9/28/17,4.103,4.012,1.754
64972HTS1,113.86,5,7/15/28,10,Lease Appropriation,AA,NY,9/15/17,4.103,4.011,1.793
64972HVF6,118.965,5,7/15/27,9,Lease Appropriation,AA,NY,2/3/16,6.083,5.924,2.082
64972HVS8,116.062,5,7/15/40,22,Lease Appropriation,AA,NY,8/23/16,7.329,5.896,2.492
64972HVY5,116.668,5,7/15/23,5,Lease Appropriation,AA,NY,2/11/16,4.913,4.804,1.813
64972HVZ2,118.909,5,7/15/24,6,Lease Appropriation,AA,NY,4/21/17,5.695,5.564,1.902
64972HWB4,115.505,5,7/15/43,25,Lease Appropriation,AA,NY,3/13/17,7.628,5.89,2.572
64972HWT5,119.677,5,7/15/29,11,Lease Appropriation,AA,NY,12/18/17,6.526,6.283,2.152
64972HXJ6,120.91,5,7/15/25,7,Lease Appropriation,AA,NY,9/7/17,6.451,6.295,1.992
64972HXL1,100.908,2,7/15/20,2,Lease Appropriation,AA,NY,10/7/16,2.451,2.427,1.631
64972HXP2,102.711,2.375,7/15/24,6,Lease Appropriation,AA,NY,8/12/16,6.05,5.961,1.93
64972HXV9,117.108,5,7/15/40,22,Lease Appropriation,AA,NY,1/17/17,7.558,6.256,2.491
64972HYF3,116.668,5,7/15/23,5,Lease Appropriation,AA,NY,3/15/16,4.913,4.804,1.813
64972HYG1,106.646,3,7/15/24,6,Lease Appropriation,AA,NY,3/31/17,5.956,5.856,1.911
64972HYK2,120.877,5,7/15/27,9,Lease Appropriation,AA,NY,12/15/16,6.827,6.64,2.152
64972HYN6,118.852,5,7/15/30,12,Lease Appropriation,AA,NY,12/20/17,6.983,6.618,2.401
64972HYR7,101.84,3.25,7/15/33,15,Lease Appropriation,AA,NY,3/15/16,11.007,6.923,2.99
64972HYZ9,101.08,2,7/15/22,4,Lease Appropriation,AA,NY,8/9/17,4.314,4.267,1.75
64972HZA3,116.396,5,7/15/43,25,Lease Appropriation,AA,NY,9/23/16,8.435,6.591,2.711
64972HZL9,122.326,5,7/15/26,8,Lease Appropriation,AA,NY,8/10/17,7.178,6.995,2.122
64972HZM7,123.937,5,7/15/27,9,Lease Appropriation,AA,NY,12/6/17,7.884,7.674,2.199
64972HZP0,122.953,5,7/15/29,11,Lease Appropriation,AA,NY,1/4/18,7.951,7.661,2.301
64972HZW5,119.657,5,7/15/35,17,Lease Appropriation,AA,NY,11/30/17,8.719,7.618,2.65
649807CE2,112.345,5,1/1/26,8,Toll Roads,AA+,NY,7/19/16,3.653,3.645,1.774
649838JY6,115.925,5.5,7/1/23,5,Health Care,AA-,NY,2/17/17,4.076,4.801,2.383
64985HET0,101.279,5,5/15/18,0,SRF,AAA,NY,3/24/17,0.353,0.35,1.347
64985HLE5,103.063,5,11/15/18,0,SRF,AAA,NY,2/24/17,0.841,0.835,1.373
64985HNQ6,117.993,5,11/15/28,10,SRF,AAA,NY,6/13/17,5.58,5.511,1.972
64985HWG8,119.316,5,8/15/41,23,SRF,AAA,NY,11/18/16,8.359,7.041,2.491
64985HXL6,105.679,3,8/15/22,4,SRF,AAA,NY,10/26/17,4.312,4.258,1.711
64986A3A7,105.832,3,6/15/22,4,SRF,AAA,NY,11/15/16,4.167,4.154,1.632
64986A3W9,117.218,5,6/15/23,5,SRF,AAA,NY,11/7/16,4.852,4.829,1.673
64986A6K2,105.796,4,6/15/20,2,SRF,,NY,12/26/17,2.331,2.325,1.565
64986A6M8,105.832,3,6/15/22,4,SRF,AA+,NY,10/10/17,4.167,4.154,1.632
64986A6U0,105.455,3,6/15/29,11,SRF,AAA,NY,2/16/16,8.391,6.658,2.201
64986AS93,101.021,2,6/15/20,2,SRF,AAA,NY,5/27/16,2.373,2.369,1.571
64986AT27,104.757,3,6/15/21,3,SRF,AAA,NY,8/11/17,3.272,3.263,1.572
64986AT35,101.532,2,6/15/22,4,SRF,AAA,NY,2/17/16,4.24,4.229,1.64
64986DAC9,100.804,2,6/15/19,1,SRF,AAA,NY,6/15/16,1.413,1.411,1.432
64986DAE5,101.363,2,6/15/21,3,SRF,AAA,NY,8/31/17,3.315,3.308,1.591
64986DAG0,106.769,3,6/15/23,5,SRF,AAA,NY,6/15/16,5.04,5.02,1.691
64986DAH8,113.497,4,6/15/24,6,SRF,AAA,NY,6/15/16,5.758,5.726,1.772
64986DAJ4,114.861,4,6/15/25,7,SRF,AAA,NY,2/24/17,6.552,6.506,1.851
64986DBF1,124.13,5,6/15/26,8,SRF,AAA,NY,6/29/16,7.138,7.076,1.892
64986DBM6,111.937,4,6/15/23,5,SRF,AAA,NY,6/15/16,4.941,4.92,1.692
64986DDN2,101.265,3.125,6/15/31,13,SRF,AA+,NY,10/26/17,10.511,8.117,2.97
64986DDU6,103.579,3.5,6/15/36,18,SRF,AA+,NY,10/26/17,11.895,8.006,3.06
64986DFK6,102.063,3,6/15/32,14,SRF,AA+,NY,11/30/17,11.035,8.175,2.75
64986DFQ3,109.018,4,6/15/37,19,SRF,AA+,NY,11/30/17,11.035,7.895,2.901
64986DFS9,119.863,5,6/15/42,24,SRF,AA+,NY,11/30/17,9.226,7.699,2.611
649876U72,104.596,4,4/1/25,7,Dedicated Tax,,NY,7/21/16,2.141,2.117,1.885
64988TFM5,101.376,3,12/1/18,0,Lease Appropriation,AA,NY,6/1/17,0.886,0.883,1.45
64988TFN3,102.654,3,12/1/19,1,Lease Appropriation,AA,NY,4/7/17,1.846,1.84,1.574
64989KKX3,101.164,2,11/15/20,2,Electric Revs,AA,NY,9/26/17,2.767,2.758,1.581
6499025D1,102.996,4,3/15/19,1,Dedicated Tax,AAA,NY,10/21/16,1.163,1.149,1.442
649902U50,101.713,3,2/15/19,1,Dedicated Tax,AAA,NY,5/16/16,1.086,1.073,1.428
6499037J4,100.494,5,3/1/18,0,Higher Ed-Private,A+,NY,8/25/17,0.149,0.146,1.608
6499037K1,102.703,4,3/1/19,1,Higher Ed-Public,A+,NY,7/5/17,1.126,1.11,1.611
649903B42,101.245,4,7/1/18,0,Health Care,AA-,NY,3/24/17,0.478,0.477,1.391
649905UK0,101.212,4,7/1/18,0,PRE/ETM,AA-,NY,8/23/16,0.478,0.477,1.459
649906AY0,102.561,3,10/1/19,1,Higher Ed-Private,AAA,NY,9/20/17,1.688,1.675,1.495
649906CK8,108.04,5,7/1/20,2,Higher Ed-Private,A,NY,12/27/16,2.351,2.347,1.677
649906QA5,105.651,4,7/1/20,2,Health Care,AA-,NY,3/7/17,2.371,2.368,1.665
649906QC1,108.603,4,7/1/22,4,Health Care,AA-,NY,1/21/16,3.704,3.697,1.753
649906QD9,112.345,5,7/1/23,5,Health Care,AA-,NY,1/5/17,3.653,3.645,1.774
649906QE7,112.018,5,7/1/24,6,Health Care,AA-,NY,4/25/17,3.651,3.643,1.854
649906QR8,103.559,4,7/1/19,1,Health Care,AA-,NY,2/16/17,1.442,1.441,1.559
649906QY3,111.692,5,7/1/26,8,Health Care,AA-,NY,10/3/17,3.649,3.641,1.934
649906RX4,113.422,5,7/1/31,13,Higher Ed-Private,AA+,NY,8/11/17,4.104,4.058,1.864
649906TU8,114.115,5,7/1/26,8,Higher Ed-Private,AA-,NY,2/17/17,4.072,4.063,1.714
649906X74,107.659,4,7/1/21,3,Higher Ed-Private,A,NY,4/13/17,3.268,3.262,1.723
6499076G2,100.697,3,7/1/18,0,Higher Ed-Private,A+,NY,5/11/16,0.477,0.477,1.538
6499076Q0,119.964,5,7/1/26,8,Higher Ed-Private,A+,NY,6/28/17,6.42,6.379,2.102
6499076R8,119.583,5,7/1/27,9,Higher Ed-Private,A+,NY,11/8/16,6.435,6.375,2.152
6499077A4,114.745,5,7/1/43,25,Higher Ed-Private,A+,NY,1/4/17,8.31,6.329,2.801
6499077C0,122.898,5,10/1/25,7,Higher Ed-Private,AAA,NY,2/16/16,6.623,6.518,1.812
649907HB1,112.598,5,7/1/25,7,Higher Ed-Private,A+,NY,10/2/17,4.063,4.053,2.043
649907HD7,108.297,4,7/1/27,9,Higher Ed-Private,A+,NY,6/30/16,4.21,4.117,2.052
